month,geo,programme,seniority,bucket,n
2026-09,r:rijnmond,business-it-management,junior,35000,1
2026-09,r:rijnmond,business-it-management,medior,55000,1
2026-09,r:rijnmond,business-it-management,unknown,42500,1
2026-09,r:rijnmond,business-it-management,unknown,57500,1
2026-09,r:rijnmond,business-it-management,unknown,60000,1
2026-09,r:rijnmond,business-it-management,unknown,75000,1
2026-09,r:rijnmond,informatica,all,13800,1
2026-09,r:rijnmond,informatica,all,35000,1
2026-09,r:rijnmond,informatica,all,37500,2
2026-09,r:rijnmond,informatica,all,50000,2
2026-09,r:rijnmond,informatica,all,52500,1
2026-09,r:rijnmond,informatica,all,55000,1
2026-09,r:rijnmond,informatica,all,60000,2
2026-09,r:rijnmond,informatica,all,62500,1
2026-09,r:rijnmond,informatica,all,65000,2
2026-09,r:rijnmond,informatica,all,70000,3
2026-09,r:rijnmond,informatica,all,75000,1
2026-09,r:rijnmond,informatica,junior,37500,1
2026-09,r:rijnmond,informatica,medior,60000,1
2026-09,r:rijnmond,informatica,senior,52500,1
2026-09,r:rijnmond,informatica,senior,65000,1
2026-09,r:rijnmond,informatica,senior,70000,1
2026-09,r:rijnmond,informatica,unknown,13800,1
2026-09,r:rijnmond,informatica,unknown,35000,1
2026-09,r:rijnmond,informatica,unknown,37500,1
2026-09,r:rijnmond,informatica,unknown,50000,2
2026-09,r:rijnmond,informatica,unknown,55000,1
2026-09,r:rijnmond,informatica,unknown,60000,1
2026-09,r:rijnmond,informatica,unknown,62500,1
2026-09,r:rijnmond,informatica,unknown,65000,1
2026-09,r:rijnmond,informatica,unknown,70000,2
2026-09,r:rijnmond,informatica,unknown,75000,1
2026-09,r:rijnmond,technische-informatica,all,35000,1
2026-09,r:rijnmond,technische-informatica,all,37500,1
2026-09,r:rijnmond,technische-informatica,all,47500,1
2026-09,r:rijnmond,technische-informatica,all,50000,1
2026-09,r:rijnmond,technische-informatica,all,52500,2
2026-09,r:rijnmond,technische-informatica,all,55000,1
2026-09,r:rijnmond,technische-informatica,all,60000,2
2026-09,r:rijnmond,technische-informatica,all,62500,1
2026-09,r:rijnmond,technische-informatica,all,65000,3
2026-09,r:rijnmond,technische-informatica,all,70000,1
2026-09,r:rijnmond,technische-informatica,junior,37500,1
2026-09,r:rijnmond,technische-informatica,medior,50000,1
2026-09,r:rijnmond,technische-informatica,medior,60000,1
2026-09,r:rijnmond,technische-informatica,senior,52500,2
2026-09,r:rijnmond,technische-informatica,senior,65000,1
2026-09,r:rijnmond,technische-informatica,unknown,35000,1
2026-09,r:rijnmond,technische-informatica,unknown,47500,1
2026-09,r:rijnmond,technische-informatica,unknown,55000,1
2026-09,r:rijnmond,technische-informatica,unknown,60000,1
2026-09,r:rijnmond,technische-informatica,unknown,62500,1
2026-09,r:rijnmond,technische-informatica,unknown,65000,2
2026-09,r:rijnmond,technische-informatica,unknown,70000,1
2026-09,r:rivierenland,all,all,35000,2
2026-09,r:rivierenland,all,unknown,35000,2
2026-09,r:rivierenland,informatica,all,35000,2
2026-09,r:rivierenland,informatica,unknown,35000,2
2026-09,r:stedendriehoek,all,all,40000,1
2026-09,r:stedendriehoek,all,all,45000,1
2026-09,r:stedendriehoek,all,all,52500,3
2026-09,r:stedendriehoek,all,all,57500,1
2026-09,r:stedendriehoek,all,all,65000,1
2026-09,r:stedendriehoek,all,all,67500,1
2026-09,r:stedendriehoek,all,all,72500,1
2026-09,r:stedendriehoek,all,all,75000,3
2026-09,r:stedendriehoek,all,all,85000,1
2026-09,r:stedendriehoek,all,all,90000,1
2026-09,r:stedendriehoek,all,medior,52500,1
2026-09,r:stedendriehoek,all,medior,67500,1
2026-09,r:stedendriehoek,all,senior,65000,1
2026-09,r:stedendriehoek,all,senior,72500,1
2026-09,r:stedendriehoek,all,senior,75000,2
2026-09,r:stedendriehoek,all,senior,90000,1
2026-09,r:stedendriehoek,all,unknown,40000,1
2026-09,r:stedendriehoek,all,unknown,45000,1
2026-09,r:stedendriehoek,all,unknown,52500,2
2026-09,r:stedendriehoek,all,unknown,57500,1
2026-09,r:stedendriehoek,all,unknown,75000,1
2026-09,r:stedendriehoek,all,unknown,85000,1
2026-09,r:stedendriehoek,business-it-management,all,67500,1
2026-09,r:stedendriehoek,business-it-management,medior,67500,1
2026-09,r:stedendriehoek,informatica,all,40000,1
2026-09,r:stedendriehoek,informatica,all,52500,2
2026-09,r:stedendriehoek,informatica,all,57500,1
2026-09,r:stedendriehoek,informatica,all,65000,1
2026-09,r:stedendriehoek,informatica,all,72500,1
2026-09,r:stedendriehoek,informatica,all,75000,3
2026-09,r:stedendriehoek,informatica,all,85000,1
2026-09,r:stedendriehoek,informatica,all,90000,1
2026-09,r:stedendriehoek,informatica,medior,52500,1
2026-09,r:stedendriehoek,informatica,senior,65000,1
2026-09,r:stedendriehoek,informatica,senior,72500,1
2026-09,r:stedendriehoek,informatica,senior,75000,2
2026-09,r:stedendriehoek,informatica,senior,90000,1
2026-09,r:stedendriehoek,informatica,unknown,40000,1
2026-09,r:stedendriehoek,informatica,unknown,52500,1
2026-09,r:stedendriehoek,informatica,unknown,57500,1
2026-09,r:stedendriehoek,informatica,unknown,75000,1
2026-09,r:stedendriehoek,informatica,unknown,85000,1
2026-09,r:stedendriehoek,technische-informatica,all,52500,1
2026-09,r:stedendriehoek,technische-informatica,unknown,52500,1
2026-09,r:twente,all,all,35000,1
2026-09,r:twente,all,all,52500,2
2026-09,r:twente,all,all,55000,8
2026-09,r:twente,all,all,65000,1
2026-09,r:twente,all,all,70000,1
2026-09,r:twente,all,all,75000,1
2026-09,r:twente,all,senior,65000,1
2026-09,r:twente,all,unknown,35000,1
2026-09,r:twente,all,unknown,52500,2
2026-09,r:twente,all,unknown,55000,8
2026-09,r:twente,all,unknown,70000,1
2026-09,r:twente,all,unknown,75000,1
2026-09,r:twente,business-it-management,all,75000,1
2026-09,r:twente,business-it-management,unknown,75000,1
2026-09,r:twente,informatica,all,52500,1
2026-09,r:twente,informatica,all,55000,1
2026-09,r:twente,informatica,all,65000,1
2026-09,r:twente,informatica,all,70000,1
2026-09,r:twente,informatica,senior,65000,1
2026-09,r:twente,informatica,unknown,52500,1
2026-09,r:twente,informatica,unknown,55000,1
2026-09,r:twente,informatica,unknown,70000,1
2026-09,r:twente,technische-informatica,all,35000,1
2026-09,r:twente,technische-informatica,all,52500,1
2026-09,r:twente,technische-informatica,all,55000,7
2026-09,r:twente,technische-informatica,unknown,35000,1
2026-09,r:twente,technische-informatica,unknown,52500,1
2026-09,r:twente,technische-informatica,unknown,55000,7
2026-09,r:west-brabant,all,all,30000,1
2026-09,r:west-brabant,all,all,47500,1
2026-09,r:west-brabant,all,all,50000,1
2026-09,r:west-brabant,all,all,57500,2
2026-09,r:west-brabant,all,all,60000,6
2026-09,r:west-brabant,all,all,65000,1
2026-09,r:west-brabant,all,junior,30000,1
2026-09,r:west-brabant,all,unknown,47500,1
2026-09,r:west-brabant,all,unknown,50000,1
2026-09,r:west-brabant,all,unknown,57500,2
2026-09,r:west-brabant,all,unknown,60000,6
2026-09,r:west-brabant,all,unknown,65000,1
2026-09,r:west-brabant,business-it-management,all,30000,1
2026-09,r:west-brabant,business-it-management,all,47500,1
2026-09,r:west-brabant,business-it-management,all,60000,5
2026-09,r:west-brabant,business-it-management,all,65000,1
2026-09,r:west-brabant,business-it-management,junior,30000,1
2026-09,r:west-brabant,business-it-management,unknown,47500,1
2026-09,r:west-brabant,business-it-management,unknown,60000,5
2026-09,r:west-brabant,business-it-management,unknown,65000,1
2026-09,r:west-brabant,informatica,all,47500,1
2026-09,r:west-brabant,informatica,all,50000,1
2026-09,r:west-brabant,informatica,all,57500,1
2026-09,r:west-brabant,informatica,all,60000,5
2026-09,r:west-brabant,informatica,all,65000,1
2026-09,r:west-brabant,informatica,unknown,47500,1
2026-09,r:west-brabant,informatica,unknown,50000,1
2026-09,r:west-brabant,informatica,unknown,57500,1
2026-09,r:west-brabant,informatica,unknown,60000,5
2026-09,r:west-brabant,informatica,unknown,65000,1
2026-09,r:west-brabant,technische-informatica,all,57500,2
2026-09,r:west-brabant,technische-informatica,unknown,57500,2
2026-09,r:zaanstreek-waterland,all,all,65000,1
2026-09,r:zaanstreek-waterland,all,unknown,65000,1
2026-09,r:zaanstreek-waterland,business-it-management,all,65000,1
2026-09,r:zaanstreek-waterland,business-it-management,unknown,65000,1
2026-09,r:zuid-holland-centraal,all,all,60000,1
2026-09,r:zuid-holland-centraal,all,all,72500,1
2026-09,r:zuid-holland-centraal,all,all,77500,1
2026-09,r:zuid-holland-centraal,all,junior,60000,1
2026-09,r:zuid-holland-centraal,all,unknown,72500,1
2026-09,r:zuid-holland-centraal,all,unknown,77500,1
2026-09,r:zuid-holland-centraal,informatica,all,60000,1
2026-09,r:zuid-holland-centraal,informatica,all,72500,1
2026-09,r:zuid-holland-centraal,informatica,all,77500,1
2026-09,r:zuid-holland-centraal,informatica,junior,60000,1
2026-09,r:zuid-holland-centraal,informatica,unknown,72500,1
2026-09,r:zuid-holland-centraal,informatica,unknown,77500,1
2026-09,r:zuid-kennemerland-ijmond,all,all,47500,1
2026-09,r:zuid-kennemerland-ijmond,all,all,67500,1
2026-09,r:zuid-kennemerland-ijmond,all,all,77500,1
2026-09,r:zuid-kennemerland-ijmond,all,unknown,47500,1
2026-09,r:zuid-kennemerland-ijmond,all,unknown,67500,1
2026-09,r:zuid-kennemerland-ijmond,all,unknown,77500,1
2026-09,r:zuid-kennemerland-ijmond,business-it-management,all,47500,1
2026-09,r:zuid-kennemerland-ijmond,business-it-management,unknown,47500,1
2026-09,r:zuid-kennemerland-ijmond,informatica,all,47500,1
2026-09,r:zuid-kennemerland-ijmond,informatica,all,67500,1
2026-09,r:zuid-kennemerland-ijmond,informatica,all,77500,1
2026-09,r:zuid-kennemerland-ijmond,informatica,unknown,47500,1
2026-09,r:zuid-kennemerland-ijmond,informatica,unknown,67500,1
2026-09,r:zuid-kennemerland-ijmond,informatica,unknown,77500,1
2026-09,r:zuid-kennemerland-ijmond,technische-informatica,all,67500,1
2026-09,r:zuid-kennemerland-ijmond,technische-informatica,all,77500,1
2026-09,r:zuid-kennemerland-ijmond,technische-informatica,unknown,67500,1
2026-09,r:zuid-kennemerland-ijmond,technische-informatica,unknown,77500,1
2026-09,r:zuid-limburg,all,all,102500,1
2026-09,r:zuid-limburg,all,all,50000,1
2026-09,r:zuid-limburg,all,all,60000,1
2026-09,r:zuid-limburg,all,all,77500,1
2026-09,r:zuid-limburg,all,all,85000,1
2026-09,r:zuid-limburg,all,senior,102500,1
2026-09,r:zuid-limburg,all,unknown,50000,1
2026-09,r:zuid-limburg,all,unknown,60000,1
2026-09,r:zuid-limburg,all,unknown,77500,1
2026-09,r:zuid-limburg,all,unknown,85000,1
2026-09,r:zuid-limburg,business-it-management,all,102500,1
2026-09,r:zuid-limburg,business-it-management,all,50000,1
2026-09,r:zuid-limburg,business-it-management,all,60000,1
2026-09,r:zuid-limburg,business-it-management,all,85000,1
2026-09,r:zuid-limburg,business-it-management,senior,102500,1
2026-09,r:zuid-limburg,business-it-management,unknown,50000,1
2026-09,r:zuid-limburg,business-it-management,unknown,60000,1
2026-09,r:zuid-limburg,business-it-management,unknown,85000,1
2026-09,r:zuid-limburg,informatica,all,50000,1
2026-09,r:zuid-limburg,informatica,all,60000,1
2026-09,r:zuid-limburg,informatica,all,77500,1
2026-09,r:zuid-limburg,informatica,unknown,50000,1
2026-09,r:zuid-limburg,informatica,unknown,60000,1
2026-09,r:zuid-limburg,informatica,unknown,77500,1
2026-09,r:zuidoost-brabant,all,all,100000,1
2026-09,r:zuidoost-brabant,all,all,12000,1
2026-09,r:zuidoost-brabant,all,all,120000,1
2026-09,r:zuidoost-brabant,all,all,142500,1
2026-09,r:zuidoost-brabant,all,all,175000,1
2026-09,r:zuidoost-brabant,all,all,207500,2
2026-09,r:zuidoost-brabant,all,all,24000,1
2026-09,r:zuidoost-brabant,all,all,30000,1
2026-09,r:zuidoost-brabant,all,all,35000,4
2026-09,r:zuidoost-brabant,all,all,42500,2
2026-09,r:zuidoost-brabant,all,all,47500,3
2026-09,r:zuidoost-brabant,all,all,55000,3
2026-09,r:zuidoost-brabant,all,all,60000,3
2026-09,r:zuidoost-brabant,all,all,65000,3
2026-09,r:zuidoost-brabant,all,all,67500,1
2026-09,r:zuidoost-brabant,all,all,70000,1
2026-09,r:zuidoost-brabant,all,all,72500,1
2026-09,r:zuidoost-brabant,all,all,80000,1
2026-09,r:zuidoost-brabant,all,all,87500,1
2026-09,r:zuidoost-brabant,all,senior,100000,1
2026-09,r:zuidoost-brabant,all,senior,12000,1
2026-09,r:zuidoost-brabant,all,senior,142500,1
2026-09,r:zuidoost-brabant,all,senior,175000,1
2026-09,r:zuidoost-brabant,all,senior,207500,2
2026-09,r:zuidoost-brabant,all,senior,24000,1
2026-09,r:zuidoost-brabant,all,senior,42500,1
2026-09,r:zuidoost-brabant,all,senior,55000,1
2026-09,r:zuidoost-brabant,all,senior,60000,1
2026-09,r:zuidoost-brabant,all,senior,65000,1
2026-09,r:zuidoost-brabant,all,senior,80000,1
2026-09,r:zuidoost-brabant,all,unknown,120000,1
2026-09,r:zuidoost-brabant,all,unknown,30000,1
2026-09,r:zuidoost-brabant,all,unknown,35000,4
2026-09,r:zuidoost-brabant,all,unknown,42500,1
2026-09,r:zuidoost-brabant,all,unknown,47500,3
2026-09,r:zuidoost-brabant,all,unknown,55000,2
2026-09,r:zuidoost-brabant,all,unknown,60000,2
2026-09,r:zuidoost-brabant,all,unknown,65000,2
2026-09,r:zuidoost-brabant,all,unknown,67500,1
2026-09,r:zuidoost-brabant,all,unknown,70000,1
2026-09,r:zuidoost-brabant,all,unknown,72500,1
2026-09,r:zuidoost-brabant,all,unknown,87500,1
2026-09,r:zuidoost-brabant,business-it-management,all,47500,1
2026-09,r:zuidoost-brabant,business-it-management,all,60000,1
2026-09,r:zuidoost-brabant,business-it-management,all,65000,1
2026-09,r:zuidoost-brabant,business-it-management,all,70000,1
2026-09,r:zuidoost-brabant,business-it-management,unknown,47500,1
2026-09,r:zuidoost-brabant,business-it-management,unknown,60000,1
2026-09,r:zuidoost-brabant,business-it-management,unknown,65000,1
2026-09,r:zuidoost-brabant,business-it-management,unknown,70000,1
2026-09,r:zuidoost-brabant,informatica,all,100000,1
2026-09,r:zuidoost-brabant,informatica,all,12000,1
2026-09,r:zuidoost-brabant,informatica,all,120000,1
2026-09,r:zuidoost-brabant,informatica,all,142500,1
2026-09,r:zuidoost-brabant,informatica,all,175000,1
2026-09,r:zuidoost-brabant,informatica,all,207500,2
2026-09,r:zuidoost-brabant,informatica,all,24000,1
2026-09,r:zuidoost-brabant,informatica,all,30000,1
2026-09,r:zuidoost-brabant,informatica,all,35000,2
2026-09,r:zuidoost-brabant,informatica,all,42500,1
2026-09,r:zuidoost-brabant,informatica,all,47500,2
2026-09,r:zuidoost-brabant,informatica,all,55000,2
2026-09,r:zuidoost-brabant,informatica,all,60000,1
2026-09,r:zuidoost-brabant,informatica,all,65000,2
2026-09,r:zuidoost-brabant,informatica,all,67500,1
2026-09,r:zuidoost-brabant,informatica,all,80000,1
2026-09,r:zuidoost-brabant,informatica,all,87500,1
2026-09,r:zuidoost-brabant,informatica,senior,100000,1
2026-09,r:zuidoost-brabant,informatica,senior,12000,1
2026-09,r:zuidoost-brabant,informatica,senior,142500,1
2026-09,r:zuidoost-brabant,informatica,senior,175000,1
2026-09,r:zuidoost-brabant,informatica,senior,207500,2
2026-09,r:zuidoost-brabant,informatica,senior,24000,1
2026-09,r:zuidoost-brabant,informatica,senior,60000,1
2026-09,r:zuidoost-brabant,informatica,senior,65000,1
2026-09,r:zuidoost-brabant,informatica,senior,80000,1
2026-09,r:zuidoost-brabant,informatica,unknown,120000,1
2026-09,r:zuidoost-brabant,informatica,unknown,30000,1
2026-09,r:zuidoost-brabant,informatica,unknown,35000,2
2026-09,r:zuidoost-brabant,informatica,unknown,42500,1
2026-09,r:zuidoost-brabant,informatica,unknown,47500,2
2026-09,r:zuidoost-brabant,informatica,unknown,55000,2
2026-09,r:zuidoost-brabant,informatica,unknown,65000,1
2026-09,r:zuidoost-brabant,informatica,unknown,67500,1
2026-09,r:zuidoost-brabant,informatica,unknown,87500,1
2026-09,r:zuidoost-brabant,technische-informatica,all,100000,1
2026-09,r:zuidoost-brabant,technische-informatica,all,142500,1
2026-09,r:zuidoost-brabant,technische-informatica,all,207500,1
2026-09,r:zuidoost-brabant,technische-informatica,all,24000,1
2026-09,r:zuidoost-brabant,technische-informatica,all,35000,1
2026-09,r:zuidoost-brabant,technische-informatica,all,55000,2
2026-09,r:zuidoost-brabant,technische-informatica,all,60000,1
2026-09,r:zuidoost-brabant,technische-informatica,all,67500,1
2026-09,r:zuidoost-brabant,technische-informatica,all,72500,1
2026-09,r:zuidoost-brabant,technische-informatica,all,87500,1
2026-09,r:zuidoost-brabant,technische-informatica,senior,100000,1
2026-09,r:zuidoost-brabant,technische-informatica,senior,142500,1
2026-09,r:zuidoost-brabant,technische-informatica,senior,207500,1
2026-09,r:zuidoost-brabant,technische-informatica,senior,24000,1
2026-09,r:zuidoost-brabant,technische-informatica,senior,55000,1
2026-09,r:zuidoost-brabant,technische-informatica,unknown,35000,1
2026-09,r:zuidoost-brabant,technische-informatica,unknown,55000,1
2026-09,r:zuidoost-brabant,technische-informatica,unknown,60000,1
2026-09,r:zuidoost-brabant,technische-informatica,unknown,67500,1
2026-09,r:zuidoost-brabant,technische-informatica,unknown,72500,1
2026-09,r:zuidoost-brabant,technische-informatica,unknown,87500,1
