month,geo,programme,seniority,n
2026-09,r:midden-utrecht,informatica,entry,1
2026-09,r:midden-utrecht,informatica,junior,1
2026-09,r:midden-utrecht,informatica,medior,3
2026-09,r:midden-utrecht,informatica,senior,26
2026-09,r:midden-utrecht,informatica,unknown,30
2026-09,r:midden-utrecht,technische-informatica,all,36
2026-09,r:midden-utrecht,technische-informatica,entry,4
2026-09,r:midden-utrecht,technische-informatica,internship,4
2026-09,r:midden-utrecht,technische-informatica,medior,1
2026-09,r:midden-utrecht,technische-informatica,senior,12
2026-09,r:midden-utrecht,technische-informatica,unknown,19
2026-09,r:noord-holland-noord,all,all,12
2026-09,r:noord-holland-noord,all,senior,2
2026-09,r:noord-holland-noord,all,unknown,10
2026-09,r:noord-holland-noord,business-it-management,all,2
2026-09,r:noord-holland-noord,business-it-management,unknown,2
2026-09,r:noord-holland-noord,informatica,all,5
2026-09,r:noord-holland-noord,informatica,unknown,5
2026-09,r:noord-holland-noord,technische-informatica,all,3
2026-09,r:noord-holland-noord,technische-informatica,senior,2
2026-09,r:noord-holland-noord,technische-informatica,unknown,1
2026-09,r:noord-limburg,all,all,2
2026-09,r:noord-limburg,all,unknown,2
2026-09,r:noord-limburg,informatica,all,1
2026-09,r:noord-limburg,informatica,unknown,1
2026-09,r:noord-limburg,technische-informatica,all,1
2026-09,r:noord-limburg,technische-informatica,unknown,1
2026-09,r:noordoost-brabant,all,all,18
2026-09,r:noordoost-brabant,all,senior,8
2026-09,r:noordoost-brabant,all,unknown,10
2026-09,r:noordoost-brabant,business-it-management,all,3
2026-09,r:noordoost-brabant,business-it-management,senior,1
2026-09,r:noordoost-brabant,business-it-management,unknown,2
2026-09,r:noordoost-brabant,informatica,all,13
2026-09,r:noordoost-brabant,informatica,senior,8
2026-09,r:noordoost-brabant,informatica,unknown,5
2026-09,r:noordoost-brabant,technische-informatica,all,6
2026-09,r:noordoost-brabant,technische-informatica,senior,2
2026-09,r:noordoost-brabant,technische-informatica,unknown,4
2026-09,r:regio-zwolle,all,all,19
2026-09,r:regio-zwolle,all,senior,3
2026-09,r:regio-zwolle,all,unknown,16
2026-09,r:regio-zwolle,business-it-management,all,5
2026-09,r:regio-zwolle,business-it-management,unknown,5
2026-09,r:regio-zwolle,informatica,all,13
2026-09,r:regio-zwolle,informatica,senior,3
2026-09,r:regio-zwolle,informatica,unknown,10
2026-09,r:regio-zwolle,technische-informatica,all,3
2026-09,r:regio-zwolle,technische-informatica,unknown,3
2026-09,r:rijk-van-nijmegen,all,all,8
2026-09,r:rijk-van-nijmegen,all,medior,1
2026-09,r:rijk-van-nijmegen,all,senior,1
2026-09,r:rijk-van-nijmegen,all,unknown,6
2026-09,r:rijk-van-nijmegen,business-it-management,all,3
2026-09,r:rijk-van-nijmegen,business-it-management,medior,1
2026-09,r:rijk-van-nijmegen,business-it-management,unknown,2
2026-09,r:rijk-van-nijmegen,informatica,all,1
2026-09,r:rijk-van-nijmegen,informatica,senior,1
2026-09,r:rijk-van-nijmegen,technische-informatica,all,2
2026-09,r:rijk-van-nijmegen,technische-informatica,unknown,2
2026-09,r:rijnmond,all,all,81
2026-09,r:rijnmond,all,entry,6
2026-09,r:rijnmond,all,internship,1
2026-09,r:rijnmond,all,junior,5
2026-09,r:rijnmond,all,medior,5
2026-09,r:rijnmond,all,senior,21
2026-09,r:rijnmond,all,unknown,49
2026-09,r:rijnmond,business-it-management,all,17
2026-09,r:rijnmond,business-it-management,entry,2
2026-09,r:rijnmond,business-it-management,junior,2
2026-09,r:rijnmond,business-it-management,medior,1
2026-09,r:rijnmond,business-it-management,senior,1
2026-09,r:rijnmond,business-it-management,unknown,13
2026-09,r:rijnmond,informatica,all,47
2026-09,r:rijnmond,informatica,entry,4
2026-09,r:rijnmond,informatica,internship,1
2026-09,r:rijnmond,informatica,junior,3
2026-09,r:rijnmond,informatica,medior,3
2026-09,r:rijnmond,informatica,senior,17
2026-09,r:rijnmond,informatica,unknown,23
2026-09,r:rijnmond,technische-informatica,all,31
2026-09,r:rijnmond,technische-informatica,entry,3
2026-09,r:rijnmond,technische-informatica,junior,3
2026-09,r:rijnmond,technische-informatica,medior,3
2026-09,r:rijnmond,technische-informatica,senior,9
2026-09,r:rijnmond,technische-informatica,unknown,16
2026-09,r:stedendriehoek,all,all,10
2026-09,r:stedendriehoek,all,senior,7
2026-09,r:stedendriehoek,all,unknown,3
2026-09,r:stedendriehoek,informatica,all,9
2026-09,r:stedendriehoek,informatica,senior,7
2026-09,r:stedendriehoek,informatica,unknown,2
2026-09,r:twente,all,all,14
2026-09,r:twente,all,unknown,14
2026-09,r:twente,business-it-management,all,1
2026-09,r:twente,business-it-management,unknown,1
2026-09,r:twente,informatica,all,4
2026-09,r:twente,informatica,unknown,4
2026-09,r:twente,technische-informatica,all,8
2026-09,r:twente,technische-informatica,unknown,8
2026-09,r:west-brabant,all,all,11
2026-09,r:west-brabant,all,entry,1
2026-09,r:west-brabant,all,junior,1
2026-09,r:west-brabant,all,senior,1
2026-09,r:west-brabant,all,unknown,9
2026-09,r:west-brabant,business-it-management,all,6
2026-09,r:west-brabant,business-it-management,entry,1
2026-09,r:west-brabant,business-it-management,junior,1
2026-09,r:west-brabant,business-it-management,unknown,5
2026-09,r:west-brabant,informatica,all,7
2026-09,r:west-brabant,informatica,senior,1
2026-09,r:west-brabant,informatica,unknown,6
2026-09,r:zaanstreek-waterland,all,all,10
2026-09,r:zaanstreek-waterland,all,entry,2
2026-09,r:zaanstreek-waterland,all,internship,2
2026-09,r:zaanstreek-waterland,all,medior,2
2026-09,r:zaanstreek-waterland,all,senior,1
2026-09,r:zaanstreek-waterland,all,unknown,5
2026-09,r:zaanstreek-waterland,business-it-management,all,2
2026-09,r:zaanstreek-waterland,business-it-management,unknown,2
2026-09,r:zaanstreek-waterland,informatica,all,7
2026-09,r:zaanstreek-waterland,informatica,entry,2
2026-09,r:zaanstreek-waterland,informatica,internship,2
2026-09,r:zaanstreek-waterland,informatica,medior,2
2026-09,r:zaanstreek-waterland,informatica,senior,1
2026-09,r:zaanstreek-waterland,informatica,unknown,2
2026-09,r:zeeland,all,all,2
2026-09,r:zeeland,all,unknown,2
2026-09,r:zuid-holland-centraal,all,all,7
2026-09,r:zuid-holland-centraal,all,entry,1
2026-09,r:zuid-holland-centraal,all,junior,1
2026-09,r:zuid-holland-centraal,all,unknown,6
2026-09,r:zuid-holland-centraal,business-it-management,all,3
2026-09,r:zuid-holland-centraal,business-it-management,unknown,3
2026-09,r:zuid-holland-centraal,informatica,all,3
2026-09,r:zuid-holland-centraal,informatica,entry,1
2026-09,r:zuid-holland-centraal,informatica,junior,1
2026-09,r:zuid-holland-centraal,informatica,unknown,2
2026-09,r:zuid-kennemerland-ijmond,all,all,10
2026-09,r:zuid-kennemerland-ijmond,all,senior,2
2026-09,r:zuid-kennemerland-ijmond,all,unknown,8
2026-09,r:zuid-kennemerland-ijmond,business-it-management,all,1
2026-09,r:zuid-kennemerland-ijmond,business-it-management,unknown,1
2026-09,r:zuid-kennemerland-ijmond,informatica,all,6
2026-09,r:zuid-kennemerland-ijmond,informatica,unknown,6
2026-09,r:zuid-kennemerland-ijmond,technische-informatica,all,3
2026-09,r:zuid-kennemerland-ijmond,technische-informatica,senior,1
2026-09,r:zuid-kennemerland-ijmond,technische-informatica,unknown,2
2026-09,r:zuid-limburg,all,all,15
2026-09,r:zuid-limburg,all,senior,1
2026-09,r:zuid-limburg,all,unknown,14
2026-09,r:zuid-limburg,business-it-management,all,5
2026-09,r:zuid-limburg,business-it-management,senior,1
2026-09,r:zuid-limburg,business-it-management,unknown,4
2026-09,r:zuid-limburg,informatica,all,7
2026-09,r:zuid-limburg,informatica,unknown,7
2026-09,r:zuid-limburg,technische-informatica,all,1
2026-09,r:zuid-limburg,technische-informatica,unknown,1
2026-09,r:zuidoost-brabant,all,all,118
2026-09,r:zuidoost-brabant,all,entry,3
2026-09,r:zuidoost-brabant,all,internship,1
2026-09,r:zuidoost-brabant,all,junior,2
2026-09,r:zuidoost-brabant,all,senior,52
2026-09,r:zuidoost-brabant,all,unknown,63
2026-09,r:zuidoost-brabant,business-it-management,all,19
2026-09,r:zuidoost-brabant,business-it-management,senior,2
2026-09,r:zuidoost-brabant,business-it-management,unknown,17
2026-09,r:zuidoost-brabant,informatica,all,78
2026-09,r:zuidoost-brabant,informatica,entry,2
2026-09,r:zuidoost-brabant,informatica,internship,1
2026-09,r:zuidoost-brabant,informatica,junior,1
2026-09,r:zuidoost-brabant,informatica,senior,44
2026-09,r:zuidoost-brabant,informatica,unknown,32
2026-09,r:zuidoost-brabant,technische-informatica,all,28
2026-09,r:zuidoost-brabant,technische-informatica,entry,1
2026-09,r:zuidoost-brabant,technische-informatica,junior,1
2026-09,r:zuidoost-brabant,technische-informatica,senior,16
2026-09,r:zuidoost-brabant,technische-informatica,unknown,11
