month,geo,programme,seniority,n
2026-09,r:midden-gelderland,business-it-management,entry,1
2026-09,r:midden-gelderland,business-it-management,junior,1
2026-09,r:midden-gelderland,business-it-management,medior,2
2026-09,r:midden-gelderland,business-it-management,unknown,7
2026-09,r:midden-gelderland,informatica,all,14
2026-09,r:midden-gelderland,informatica,senior,6
2026-09,r:midden-gelderland,informatica,unknown,8
2026-09,r:midden-gelderland,technische-informatica,all,1
2026-09,r:midden-gelderland,technische-informatica,unknown,1
2026-09,r:midden-holland,all,all,17
2026-09,r:midden-holland,all,senior,1
2026-09,r:midden-holland,all,unknown,16
2026-09,r:midden-holland,business-it-management,all,8
2026-09,r:midden-holland,business-it-management,unknown,8
2026-09,r:midden-holland,informatica,all,6
2026-09,r:midden-holland,informatica,unknown,6
2026-09,r:midden-limburg,all,all,16
2026-09,r:midden-limburg,all,senior,5
2026-09,r:midden-limburg,all,unknown,11
2026-09,r:midden-limburg,business-it-management,all,6
2026-09,r:midden-limburg,business-it-management,senior,1
2026-09,r:midden-limburg,business-it-management,unknown,5
2026-09,r:midden-limburg,informatica,all,12
2026-09,r:midden-limburg,informatica,senior,5
2026-09,r:midden-limburg,informatica,unknown,7
2026-09,r:midden-limburg,technische-informatica,all,1
2026-09,r:midden-limburg,technische-informatica,unknown,1
2026-09,r:midden-utrecht,all,all,147
2026-09,r:midden-utrecht,all,entry,15
2026-09,r:midden-utrecht,all,internship,5
2026-09,r:midden-utrecht,all,junior,10
2026-09,r:midden-utrecht,all,medior,11
2026-09,r:midden-utrecht,all,senior,40
2026-09,r:midden-utrecht,all,unknown,81
2026-09,r:midden-utrecht,business-it-management,all,35
2026-09,r:midden-utrecht,business-it-management,entry,4
2026-09,r:midden-utrecht,business-it-management,junior,4
2026-09,r:midden-utrecht,business-it-management,medior,2
2026-09,r:midden-utrecht,business-it-management,senior,5
2026-09,r:midden-utrecht,business-it-management,unknown,24
2026-09,r:midden-utrecht,informatica,all,84
2026-09,r:midden-utrecht,informatica,entry,6
2026-09,r:midden-utrecht,informatica,junior,6
2026-09,r:midden-utrecht,informatica,medior,7
2026-09,r:midden-utrecht,informatica,senior,32
2026-09,r:midden-utrecht,informatica,unknown,39
2026-09,r:midden-utrecht,technische-informatica,all,9
2026-09,r:midden-utrecht,technische-informatica,entry,4
2026-09,r:midden-utrecht,technische-informatica,internship,4
2026-09,r:midden-utrecht,technische-informatica,unknown,5
2026-09,r:noord-holland-noord,all,all,17
2026-09,r:noord-holland-noord,all,entry,2
2026-09,r:noord-holland-noord,all,junior,2
2026-09,r:noord-holland-noord,all,senior,2
2026-09,r:noord-holland-noord,all,unknown,13
2026-09,r:noord-holland-noord,business-it-management,all,2
2026-09,r:noord-holland-noord,business-it-management,unknown,2
2026-09,r:noord-holland-noord,informatica,all,8
2026-09,r:noord-holland-noord,informatica,unknown,8
2026-09,r:noord-holland-noord,technische-informatica,all,5
2026-09,r:noord-holland-noord,technische-informatica,entry,2
2026-09,r:noord-holland-noord,technische-informatica,junior,2
2026-09,r:noord-holland-noord,technische-informatica,senior,2
2026-09,r:noord-holland-noord,technische-informatica,unknown,1
2026-09,r:noord-limburg,all,all,9
2026-09,r:noord-limburg,all,entry,2
2026-09,r:noord-limburg,all,junior,2
2026-09,r:noord-limburg,all,unknown,7
2026-09,r:noord-limburg,business-it-management,all,1
2026-09,r:noord-limburg,business-it-management,entry,1
2026-09,r:noord-limburg,business-it-management,junior,1
2026-09,r:noord-limburg,informatica,all,6
2026-09,r:noord-limburg,informatica,entry,2
2026-09,r:noord-limburg,informatica,junior,2
2026-09,r:noord-limburg,informatica,unknown,4
2026-09,r:noord-limburg,technische-informatica,all,3
2026-09,r:noord-limburg,technische-informatica,entry,1
2026-09,r:noord-limburg,technische-informatica,junior,1
2026-09,r:noord-limburg,technische-informatica,unknown,2
2026-09,r:noordoost-brabant,all,all,43
2026-09,r:noordoost-brabant,all,medior,2
2026-09,r:noordoost-brabant,all,senior,13
2026-09,r:noordoost-brabant,all,unknown,28
2026-09,r:noordoost-brabant,business-it-management,all,9
2026-09,r:noordoost-brabant,business-it-management,medior,1
2026-09,r:noordoost-brabant,business-it-management,senior,1
2026-09,r:noordoost-brabant,business-it-management,unknown,7
2026-09,r:noordoost-brabant,informatica,all,23
2026-09,r:noordoost-brabant,informatica,medior,1
2026-09,r:noordoost-brabant,informatica,senior,11
2026-09,r:noordoost-brabant,informatica,unknown,11
2026-09,r:noordoost-brabant,technische-informatica,all,2
2026-09,r:noordoost-brabant,technische-informatica,unknown,2
2026-09,r:regio-zwolle,all,all,26
2026-09,r:regio-zwolle,all,medior,1
2026-09,r:regio-zwolle,all,senior,5
2026-09,r:regio-zwolle,all,unknown,20
2026-09,r:regio-zwolle,business-it-management,all,6
2026-09,r:regio-zwolle,business-it-management,unknown,6
2026-09,r:regio-zwolle,informatica,all,17
2026-09,r:regio-zwolle,informatica,medior,1
2026-09,r:regio-zwolle,informatica,senior,5
2026-09,r:regio-zwolle,informatica,unknown,11
2026-09,r:rijk-van-nijmegen,all,all,9
2026-09,r:rijk-van-nijmegen,all,medior,1
2026-09,r:rijk-van-nijmegen,all,senior,1
2026-09,r:rijk-van-nijmegen,all,unknown,7
2026-09,r:rijk-van-nijmegen,business-it-management,all,3
2026-09,r:rijk-van-nijmegen,business-it-management,medior,1
2026-09,r:rijk-van-nijmegen,business-it-management,unknown,2
2026-09,r:rijk-van-nijmegen,informatica,all,2
2026-09,r:rijk-van-nijmegen,informatica,senior,1
2026-09,r:rijk-van-nijmegen,informatica,unknown,1
2026-09,r:rijnmond,all,all,116
2026-09,r:rijnmond,all,entry,12
2026-09,r:rijnmond,all,internship,1
2026-09,r:rijnmond,all,junior,11
2026-09,r:rijnmond,all,medior,6
2026-09,r:rijnmond,all,senior,27
2026-09,r:rijnmond,all,unknown,71
2026-09,r:rijnmond,business-it-management,all,21
2026-09,r:rijnmond,business-it-management,entry,3
2026-09,r:rijnmond,business-it-management,junior,3
2026-09,r:rijnmond,business-it-management,medior,1
2026-09,r:rijnmond,business-it-management,senior,2
2026-09,r:rijnmond,business-it-management,unknown,15
2026-09,r:rijnmond,informatica,all,65
2026-09,r:rijnmond,informatica,entry,8
2026-09,r:rijnmond,informatica,internship,1
2026-09,r:rijnmond,informatica,junior,7
2026-09,r:rijnmond,informatica,medior,4
2026-09,r:rijnmond,informatica,senior,20
2026-09,r:rijnmond,informatica,unknown,33
2026-09,r:rijnmond,technische-informatica,all,6
2026-09,r:rijnmond,technische-informatica,senior,1
2026-09,r:rijnmond,technische-informatica,unknown,5
2026-09,r:rivierenland,all,all,6
2026-09,r:rivierenland,all,medior,1
2026-09,r:rivierenland,all,senior,2
2026-09,r:rivierenland,all,unknown,3
2026-09,r:rivierenland,business-it-management,all,1
2026-09,r:rivierenland,business-it-management,unknown,1
2026-09,r:rivierenland,informatica,all,4
2026-09,r:rivierenland,informatica,senior,1
2026-09,r:rivierenland,informatica,unknown,3
2026-09,r:stedendriehoek,all,all,39
2026-09,r:stedendriehoek,all,medior,5
2026-09,r:stedendriehoek,all,senior,14
2026-09,r:stedendriehoek,all,unknown,20
2026-09,r:stedendriehoek,business-it-management,all,3
2026-09,r:stedendriehoek,business-it-management,medior,1
2026-09,r:stedendriehoek,business-it-management,unknown,2
2026-09,r:stedendriehoek,informatica,all,23
2026-09,r:stedendriehoek,informatica,medior,2
2026-09,r:stedendriehoek,informatica,senior,12
2026-09,r:stedendriehoek,informatica,unknown,9
2026-09,r:stedendriehoek,technische-informatica,all,1
2026-09,r:stedendriehoek,technische-informatica,unknown,1
2026-09,r:twente,all,all,26
2026-09,r:twente,all,medior,1
2026-09,r:twente,all,senior,3
2026-09,r:twente,all,unknown,22
2026-09,r:twente,business-it-management,all,2
2026-09,r:twente,business-it-management,unknown,2
2026-09,r:twente,informatica,all,11
2026-09,r:twente,informatica,medior,1
2026-09,r:twente,informatica,senior,3
2026-09,r:twente,informatica,unknown,7
2026-09,r:twente,technische-informatica,all,6
2026-09,r:twente,technische-informatica,unknown,6
2026-09,r:west-brabant,all,all,31
2026-09,r:west-brabant,all,entry,2
2026-09,r:west-brabant,all,junior,2
2026-09,r:west-brabant,all,medior,1
2026-09,r:west-brabant,all,senior,2
2026-09,r:west-brabant,all,unknown,26
2026-09,r:west-brabant,business-it-management,all,11
2026-09,r:west-brabant,business-it-management,entry,1
2026-09,r:west-brabant,business-it-management,junior,1
2026-09,r:west-brabant,business-it-management,medior,1
2026-09,r:west-brabant,business-it-management,unknown,9
2026-09,r:west-brabant,informatica,all,16
2026-09,r:west-brabant,informatica,senior,2
2026-09,r:west-brabant,informatica,unknown,14
2026-09,r:west-brabant,technische-informatica,all,3
2026-09,r:west-brabant,technische-informatica,unknown,3
2026-09,r:zaanstreek-waterland,all,all,10
2026-09,r:zaanstreek-waterland,all,entry,2
2026-09,r:zaanstreek-waterland,all,internship,2
2026-09,r:zaanstreek-waterland,all,medior,2
2026-09,r:zaanstreek-waterland,all,senior,1
2026-09,r:zaanstreek-waterland,all,unknown,5
2026-09,r:zaanstreek-waterland,business-it-management,all,2
2026-09,r:zaanstreek-waterland,business-it-management,unknown,2
2026-09,r:zaanstreek-waterland,informatica,all,7
2026-09,r:zaanstreek-waterland,informatica,entry,2
2026-09,r:zaanstreek-waterland,informatica,internship,2
2026-09,r:zaanstreek-waterland,informatica,medior,2
2026-09,r:zaanstreek-waterland,informatica,senior,1
2026-09,r:zaanstreek-waterland,informatica,unknown,2
2026-09,r:zeeland,all,all,4
2026-09,r:zeeland,all,unknown,4
2026-09,r:zeeland,technische-informatica,all,1
2026-09,r:zeeland,technische-informatica,unknown,1
2026-09,r:zuid-holland-centraal,all,all,12
2026-09,r:zuid-holland-centraal,all,entry,1
2026-09,r:zuid-holland-centraal,all,junior,1
2026-09,r:zuid-holland-centraal,all,senior,2
2026-09,r:zuid-holland-centraal,all,unknown,9
2026-09,r:zuid-holland-centraal,business-it-management,all,5
2026-09,r:zuid-holland-centraal,business-it-management,senior,1
2026-09,r:zuid-holland-centraal,business-it-management,unknown,4
2026-09,r:zuid-holland-centraal,informatica,all,5
2026-09,r:zuid-holland-centraal,informatica,entry,1
2026-09,r:zuid-holland-centraal,informatica,junior,1
2026-09,r:zuid-holland-centraal,informatica,senior,1
2026-09,r:zuid-holland-centraal,informatica,unknown,3
2026-09,r:zuid-holland-centraal,technische-informatica,all,3
2026-09,r:zuid-holland-centraal,technische-informatica,entry,1
2026-09,r:zuid-holland-centraal,technische-informatica,junior,1
2026-09,r:zuid-holland-centraal,technische-informatica,unknown,2
2026-09,r:zuid-kennemerland-ijmond,all,all,18
2026-09,r:zuid-kennemerland-ijmond,all,medior,1
2026-09,r:zuid-kennemerland-ijmond,all,senior,4
2026-09,r:zuid-kennemerland-ijmond,all,unknown,13
2026-09,r:zuid-kennemerland-ijmond,business-it-management,all,3
2026-09,r:zuid-kennemerland-ijmond,business-it-management,senior,1
2026-09,r:zuid-kennemerland-ijmond,business-it-management,unknown,2
2026-09,r:zuid-kennemerland-ijmond,informatica,all,11
2026-09,r:zuid-kennemerland-ijmond,informatica,medior,1
2026-09,r:zuid-kennemerland-ijmond,informatica,senior,1
2026-09,r:zuid-kennemerland-ijmond,informatica,unknown,9
2026-09,r:zuid-kennemerland-ijmond,technische-informatica,all,5
2026-09,r:zuid-kennemerland-ijmond,technische-informatica,unknown,5
2026-09,r:zuid-limburg,all,all,22
2026-09,r:zuid-limburg,all,senior,1
2026-09,r:zuid-limburg,all,unknown,21
2026-09,r:zuid-limburg,business-it-management,all,6
2026-09,r:zuid-limburg,business-it-management,senior,1
2026-09,r:zuid-limburg,business-it-management,unknown,5
2026-09,r:zuid-limburg,informatica,all,11
2026-09,r:zuid-limburg,informatica,unknown,11
2026-09,r:zuid-limburg,technische-informatica,all,1
2026-09,r:zuid-limburg,technische-informatica,unknown,1
2026-09,r:zuidoost-brabant,all,all,148
2026-09,r:zuidoost-brabant,all,entry,3
2026-09,r:zuidoost-brabant,all,internship,1
2026-09,r:zuidoost-brabant,all,junior,2
2026-09,r:zuidoost-brabant,all,medior,5
2026-09,r:zuidoost-brabant,all,senior,58
2026-09,r:zuidoost-brabant,all,unknown,82
2026-09,r:zuidoost-brabant,business-it-management,all,22
2026-09,r:zuidoost-brabant,business-it-management,senior,3
2026-09,r:zuidoost-brabant,business-it-management,unknown,19
2026-09,r:zuidoost-brabant,informatica,all,99
2026-09,r:zuidoost-brabant,informatica,entry,2
2026-09,r:zuidoost-brabant,informatica,internship,1
2026-09,r:zuidoost-brabant,informatica,junior,1
2026-09,r:zuidoost-brabant,informatica,medior,3
2026-09,r:zuidoost-brabant,informatica,senior,48
2026-09,r:zuidoost-brabant,informatica,unknown,46
2026-09,r:zuidoost-brabant,technische-informatica,all,3
2026-09,r:zuidoost-brabant,technische-informatica,senior,1
2026-09,r:zuidoost-brabant,technische-informatica,unknown,2
