month,geo,programme,family,n
2026-09,r:zuid-holland-centraal,informatica,software-developer,3
2026-09,r:zuid-kennemerland-ijmond,all,devops-cloud-engineer,2
2026-09,r:zuid-kennemerland-ijmond,all,network-infrastructure-engineer,1
2026-09,r:zuid-kennemerland-ijmond,all,software-developer,3
2026-09,r:zuid-kennemerland-ijmond,all,software-tester,1
2026-09,r:zuid-kennemerland-ijmond,all,technical-application-manager,1
2026-09,r:zuid-kennemerland-ijmond,business-it-management,technical-application-manager,1
2026-09,r:zuid-kennemerland-ijmond,informatica,devops-cloud-engineer,1
2026-09,r:zuid-kennemerland-ijmond,informatica,software-developer,3
2026-09,r:zuid-kennemerland-ijmond,informatica,software-tester,1
2026-09,r:zuid-kennemerland-ijmond,informatica,technical-application-manager,1
2026-09,r:zuid-kennemerland-ijmond,technische-informatica,devops-cloud-engineer,2
2026-09,r:zuid-kennemerland-ijmond,technische-informatica,network-infrastructure-engineer,1
2026-09,r:zuid-limburg,all,business-functional-analyst,1
2026-09,r:zuid-limburg,all,data-ai-engineer,1
2026-09,r:zuid-limburg,all,functional-application-manager,1
2026-09,r:zuid-limburg,all,industrial-automation,1
2026-09,r:zuid-limburg,all,product-project-role,1
2026-09,r:zuid-limburg,all,software-developer,2
2026-09,r:zuid-limburg,all,software-tester,2
2026-09,r:zuid-limburg,all,technical-application-manager,2
2026-09,r:zuid-limburg,business-it-management,business-functional-analyst,1
2026-09,r:zuid-limburg,business-it-management,functional-application-manager,1
2026-09,r:zuid-limburg,business-it-management,product-project-role,1
2026-09,r:zuid-limburg,business-it-management,technical-application-manager,2
2026-09,r:zuid-limburg,informatica,data-ai-engineer,1
2026-09,r:zuid-limburg,informatica,software-developer,2
2026-09,r:zuid-limburg,informatica,software-tester,2
2026-09,r:zuid-limburg,informatica,technical-application-manager,2
2026-09,r:zuid-limburg,technische-informatica,industrial-automation,1
2026-09,r:zuidoost-brabant,all,business-functional-analyst,4
2026-09,r:zuidoost-brabant,all,data-ai-engineer,10
2026-09,r:zuidoost-brabant,all,devops-cloud-engineer,10
2026-09,r:zuidoost-brabant,all,embedded-engineer,1
2026-09,r:zuidoost-brabant,all,functional-application-manager,1
2026-09,r:zuidoost-brabant,all,game-developer,1
2026-09,r:zuidoost-brabant,all,industrial-automation,1
2026-09,r:zuidoost-brabant,all,it-consultant,2
2026-09,r:zuidoost-brabant,all,network-infrastructure-engineer,8
2026-09,r:zuidoost-brabant,all,product-project-role,11
2026-09,r:zuidoost-brabant,all,security-specialist,8
2026-09,r:zuidoost-brabant,all,software-architect,3
2026-09,r:zuidoost-brabant,all,software-developer,39
2026-09,r:zuidoost-brabant,all,software-tester,9
2026-09,r:zuidoost-brabant,all,technical-application-manager,1
2026-09,r:zuidoost-brabant,all,web-mobile-developer,1
2026-09,r:zuidoost-brabant,business-it-management,business-functional-analyst,4
2026-09,r:zuidoost-brabant,business-it-management,functional-application-manager,1
2026-09,r:zuidoost-brabant,business-it-management,it-consultant,2
2026-09,r:zuidoost-brabant,business-it-management,product-project-role,11
2026-09,r:zuidoost-brabant,business-it-management,technical-application-manager,1
2026-09,r:zuidoost-brabant,informatica,data-ai-engineer,10
2026-09,r:zuidoost-brabant,informatica,devops-cloud-engineer,7
2026-09,r:zuidoost-brabant,informatica,game-developer,1
2026-09,r:zuidoost-brabant,informatica,security-specialist,7
2026-09,r:zuidoost-brabant,informatica,software-architect,3
2026-09,r:zuidoost-brabant,informatica,software-developer,39
2026-09,r:zuidoost-brabant,informatica,software-tester,9
2026-09,r:zuidoost-brabant,informatica,technical-application-manager,1
2026-09,r:zuidoost-brabant,informatica,web-mobile-developer,1
2026-09,r:zuidoost-brabant,technische-informatica,devops-cloud-engineer,10
2026-09,r:zuidoost-brabant,technische-informatica,embedded-engineer,1
2026-09,r:zuidoost-brabant,technische-informatica,industrial-automation,1
2026-09,r:zuidoost-brabant,technische-informatica,network-infrastructure-engineer,8
2026-09,r:zuidoost-brabant,technische-informatica,security-specialist,8
